   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e-02   5.9996001e-02  -5.9993066e-04  -1.9996710e-02
   2.0000000e-02   1.1996803e-01  -2.3988910e-03  -3.9973686e-02
   3.0000000e-02   1.7989221e-01  -5.3943890e-03  -5.9911213e-02
   4.0000000e-02   2.3974489e-01  -9.5822815e-03  -7.9789615e-02
   5.0000000e-02   2.9950271e-01  -1.4956789e-02  -9.9589274e-02
   6.0000000e-02   3.5914273e-01  -2.1510518e-02  -1.1929065e-01
   7.0000000e-02   4.1864252e-01  -2.9234485e-02  -1.3887430e-01
   8.0000000e-02   4.7798026e-01  -3.8118150e-02  -1.5832090e-01
   9.0000000e-02   5.3713481e-01  -4.8149456e-02  -1.7761125e-01
   1.0000000e-01   5.9608584e-01  -5.9314866e-02  -1.9672633e-01
   1.1000000e-01   6.5481388e-01  -7.1599417e-02  -2.1564726e-01
   1.2000000e-01   7.1330041e-01  -8.4986762e-02  -2.3435537e-01
   1.3000000e-01   7.7152794e-01  -9.9459235e-02  -2.5283220e-01
   1.4000000e-01   8.2948008e-01  -1.1499790e-01  -2.7105952e-01
   1.5000000e-01   8.8714159e-01  -1.3158262e-01  -2.8901933e-01
   1.6000000e-01   9.4449848e-01  -1.4919211e-01  -3.0669391e-01
   1.7000000e-01   1.0015380e+00  -1.6780401e-01  -3.2406583e-01
   1.8000000e-01   1.0582487e+00  -1.8739496e-01  -3.4111793e-01
   1.9000000e-01   1.1146206e+00  -2.0794066e-01  -3.5783339e-01
   2.0000000e-01   1.1706450e+00  -2.2941591e-01  -3.7419571e-01
   2.1000000e-01   1.2263147e+00  -2.5179475e-01  -3.9018875e-01
   2.2000000e-01   1.2816238e+00  -2.7505045e-01  -4.0579672e-01
   2.3000000e-01   1.3365681e+00  -2.9915562e-01  -4.2100421e-01
   2.4000000e-01   1.3911446e+00  -3.2408229e-01  -4.3579622e-01
   2.5000000e-01   1.4453519e+00  -3.4980191e-01  -4.5015816e-01
   2.6000000e-01   1.4991902e+00  -3.7628550e-01  -4.6407584e-01
   2.7000000e-01   1.5526610e+00  -4.0350363e-01  -4.7753554e-01
   2.8000000e-01   1.6057671e+00  -4.3142654e-01  -4.9052397e-01
   2.9000000e-01   1.6585130e+00  -4.6002414e-01  -5.0302830e-01
   3.0000000e-01   1.7109044e+00  -4.8926610e-01  -5.1503621e-01
   3.1000000e-01   1.7629486e+00  -5.1912189e-01  -5.2653585e-01
   3.2000000e-01   1.8146539e+00  -5.4956082e-01  -5.3751585e-01
   3.3000000e-01   1.8660300e+00  -5.8055205e-01  -5.4796539e-01
   3.4000000e-01   1.9170881e+00  -6.1206470e-01  -5.5787416e-01
   3.5000000e-01   1.9678402e+00  -6.4406779e-01  -5.6723237e-01
   3.6000000e-01   2.0182996e+00  -6.7653036e-01  -5.7603079e-01
   3.7000000e-01   2.0684809e+00  -7.0942141e-01  -5.8426074e-01
   3.8000000e-01   2.1183994e+00  -7.4270999e-01  -5.9191409e-01
   3.9000000e-01   2.1680714e+00  -7.7636517e-01  -5.9898330e-01
   4.0000000e-01   2.2175144e+00  -8.1035608e-01  -6.0546138e-01
   4.1000000e-01   2.2667463e+00  -8.4465189e-01  -6.1134195e-01
   4.2000000e-01   2.3157862e+00  -8.7922186e-01  -6.1661919e-01
   4.3000000e-01   2.3646536e+00  -9.1403531e-01  -6.2128791e-01
   4.4000000e-01   2.4133686e+00  -9.4906161e-01  -6.2534349e-01
   4.5000000e-01   2.4619520e+00  -9.8427023e-01  -6.2878193e-01
   4.6000000e-01   2.5104251e+00  -1.0196307e+00  -6.3159984e-01
   4.7000000e-01   2.5588093e+00  -1.0551125e+00  -6.3379443e-01
   4.8000000e-01   2.6071268e+00  -1.0906853e+00  -6.3536355e-01
   4.9000000e-01   2.6553995e+00  -1.1263188e+00  -6.3630564e-01
   5.0000000e-01   2.7036498e+00  -1.1619826e+00  -6.3661977e-01
   5.1000000e-01   2.7519001e+00  -1.1976464e+00  -6.3630564e-01
   5.2000000e-01   2.8001728e+00  -1.2332799e+00  -6.3536355e-01
   5.3000000e-01   2.8484903e+00  -1.2688527e+00  -6.3379443e-01
   5.4000000e-01   2.8968745e+00  -1.3043345e+00  -6.3159984e-01
   5.5000000e-01   2.9453476e+00  -1.3396950e+00  -6.2878193e-01
   5.6000000e-01   2.9939310e+00  -1.3749036e+00  -6.2534349e-01
   5.7000000e-01   3.0426460e+00  -1.4099299e+00  -6.2128791e-01
   5.8000000e-01   3.0915134e+00  -1.4447433e+00  -6.1661919e-01
   5.9000000e-01   3.1405533e+00  -1.4793133e+00  -6.1134195e-01
   6.0000000e-01   3.1897852e+00  -1.5136091e+00  -6.0546138e-01
   6.1000000e-01   3.2392282e+00  -1.5476000e+00  -5.9898330e-01
   6.2000000e-01   3.2889002e+00  -1.5812552e+00  -5.9191409e-01
   6.3000000e-01   3.3388187e+00  -1.6145438e+00  -5.8426074e-01
   6.4000000e-01   3.3890000e+00  -1.6474348e+00  -5.7603079e-01
   6.5000000e-01   3.4394594e+00  -1.6798974e+00  -5.6723237e-01
   6.6000000e-01   3.4902115e+00  -1.7119005e+00  -5.5787416e-01
   6.7000000e-01   3.5412696e+00  -1.7434131e+00  -5.4796539e-01
   6.8000000e-01   3.5926457e+00  -1.7744044e+00  -5.3751585e-01
   6.9000000e-01   3.6443510e+00  -1.8048433e+00  -5.2653585e-01
   7.0000000e-01   3.6963952e+00  -1.8346991e+00  -5.1503621e-01
   7.1000000e-01   3.7487866e+00  -1.8639411e+00  -5.0302830e-01
   7.2000000e-01   3.8015325e+00  -1.8925387e+00  -4.9052397e-01
   7.3000000e-01   3.8546386e+00  -1.9204616e+00  -4.7753554e-01
   7.4000000e-01   3.9081094e+00  -1.9476797e+00  -4.6407584e-01
   7.5000000e-01   3.9619477e+00  -1.9741633e+00  -4.5015816e-01
   7.6000000e-01   4.0161550e+00  -1.9998829e+00  -4.3579622e-01
   7.7000000e-01   4.0707315e+00  -2.0248096e+00  -4.2100421e-01
   7.8000000e-01   4.1256758e+00  -2.0489147e+00  -4.0579672e-01
   7.9000000e-01   4.1809849e+00  -2.0721704e+00  -3.9018875e-01
   8.0000000e-01   4.2366546e+00  -2.0945493e+00  -3.7419571e-01
   8.1000000e-01   4.2926790e+00  -2.1160245e+00  -3.5783339e-01
   8.2000000e-01   4.3490509e+00  -2.1365702e+00  -3.4111793e-01
   8.3000000e-01   4.4057616e+00  -2.1561612e+00  -3.2406583e-01
   8.4000000e-01   4.4628011e+00  -2.1747731e+00  -3.0669391e-01
   8.5000000e-01   4.5201580e+00  -2.1923826e+00  -2.8901933e-01
   8.6000000e-01   4.5778195e+00  -2.2089673e+00  -2.7105952e-01
   8.7000000e-01   4.6357717e+00  -2.2245060e+00  -2.5283220e-01
   8.8000000e-01   4.6939992e+00  -2.2389784e+00  -2.3435537e-01
   8.9000000e-01   4.7524857e+00  -2.2523658e+00  -2.1564726e-01
   9.0000000e-01   4.8112138e+00  -2.2646503e+00  -1.9672633e-01
