   0.0000000e+00   2.0000000e+00   5.0000000e+00   7.8539816e-01   0.0000000e+00
   1.0000000e-02   1.8794805e+00   4.8805236e+00   7.7227688e-01   3.0444875e-01
   2.0000000e-02   1.7818667e+00   4.7869897e+00   7.5818382e-01   1.0525689e-01
   3.0000000e-02   1.7064659e+00   4.7161315e+00   7.4940300e-01   2.3054535e-01
   4.0000000e-02   1.6514564e+00   4.6652536e+00   7.4476510e-01   1.4823636e-02
   5.0000000e-02   1.6156502e+00   4.6321284e+00   7.5030520e-01  -4.5322467e-01
   6.0000000e-02   1.6097957e+00   4.6101934e+00   1.5970459e+00  -3.6442799e+00
   7.0000000e-02   1.6094333e+00   4.6250137e+00   1.5948492e+00  -9.5521187e+00
   8.0000000e-02   1.6113957e+00   4.5520113e+00   1.6009828e+00  -9.6301156e+00
   9.0000000e-02   1.6164577e+00   4.4219057e+00   1.6203504e+00  -9.7963780e+00
   1.0000000e-01   1.6275088e+00   4.2648252e+00   1.6675706e+00  -1.0122886e+01
   1.1000000e-01   1.6494968e+00   4.1108093e+00   1.7740931e+00  -1.0562351e+01
   1.2000000e-01   1.6877670e+00   3.9863011e+00   2.0018440e+00  -1.0829635e+01
   1.3000000e-01   1.7436358e+00   3.9081679e+00   2.4526140e+00  -1.0931611e+01
   1.4000000e-01   1.8052004e+00   3.8980362e+00   3.6309988e+00  -1.0997100e+01
   1.5000000e-01   1.8716078e+00   3.8303876e+00   2.0153789e+00  -1.1136358e+01
   1.6000000e-01   1.9052318e+00   3.7218594e+00   1.9903555e+00  -1.0691432e+01
   1.7000000e-01   1.9744323e+00   3.6198656e+00   2.6053710e+00  -1.0977850e+01
   1.8000000e-01   2.0182677e+00   3.6638559e+00   5.3794310e+00  -1.0981607e+01
   1.9000000e-01   2.0168722e+00   3.5556456e+00   4.3822453e+00  -1.0850722e+01
   2.0000000e-01   1.6916453e+00   8.7713600e-02   4.9446095e+00   1.8588039e+02
   2.1000000e-01   1.7028720e+00   4.2073537e-02   4.9650498e+00   1.8624046e+02
   2.2000000e-01   1.7161957e+00  -6.8429963e-03   4.9895652e+00   1.8599509e+02
   2.3000000e-01   1.7312984e+00  -5.7884530e-02   5.0111748e+00   1.8607591e+02
   2.4000000e-01   1.7481880e+00  -1.1053356e-01   5.0339319e+00   1.8600880e+02
   2.5000000e-01   1.7667184e+00  -1.6416545e-01   5.0564239e+00   1.8603962e+02
   2.6000000e-01   1.7868418e+00  -2.1834677e-01   5.0793547e+00   1.8600968e+02
   2.7000000e-01   1.8084484e+00  -2.7271154e-01   5.1020973e+00   1.8601997e+02
   2.8000000e-01   1.8314732e+00  -3.2699507e-01   5.1248576e+00   1.8600276e+02
   2.9000000e-01   1.8558256e+00  -3.8098997e-01   5.1473129e+00   1.8600262e+02
   3.0000000e-01   1.8814375e+00  -4.3454703e-01   5.1694981e+00   1.8598894e+02
   3.1000000e-01   1.9082317e+00  -4.8755740e-01   5.1912294e+00   1.8598237e+02
   3.2000000e-01   1.9361434e+00  -5.3994691e-01   5.2124868e+00   1.8596856e+02
   3.3000000e-01   1.9651062e+00  -5.9166777e-01   5.2331612e+00   1.8595749e+02
   3.4000000e-01   1.9950616e+00  -6.4269300e-01   5.2532240e+00   1.8594224e+02
   3.5000000e-01   2.0259526e+00  -6.9301197e-01   5.2726128e+00   1.8592787e+02
   3.6000000e-01   2.0577279e+00  -7.4262627e-01   5.2913082e+00   1.8591101e+02
   3.7000000e-01   2.0903388e+00  -7.9154706e-01   5.3092801e+00   1.8589434e+02
   3.8000000e-01   2.1237414e+00  -8.3979230e-01   5.3265237e+00   1.8587623e+02
   3.9000000e-01   2.1578944e+00  -8.8738508e-01   5.3430326e+00   1.8585819e+02
   4.0000000e-01   2.1927607e+00  -9.3435181e-01   5.3588159e+00   1.8583944e+02
